Date,CS_Momentum,BuyHold_SPY
2020-07-09,1.1854430844431698,1.2270044153745607
2020-07-10,1.1558696730814324,1.2395325260779844
2020-07-13,1.15350272590846,1.228799640800531
2020-07-14,1.1411313261393563,1.2447235502081608
2020-07-15,1.1251001621811714,1.256159653357074
2020-07-16,1.125760933529769,1.2520222981561435
2020-07-17,1.1372028649004466,1.2556518595519783
2020-07-20,1.1771343236629852,1.2658000164675973
2020-07-21,1.1417864552893757,1.2684927259534482
2020-07-22,1.146283736395161,1.2757128668543287
2020-07-23,1.1228904913749693,1.2604914033995298
2020-07-24,1.115090508765091,1.2523733924794542
2020-07-27,1.1430565524986993,1.2615063477441966
2020-07-28,1.1326510470030546,1.2535054111495927
2020-07-29,1.1222424427773547,1.2689220413645463
2020-07-30,1.1544750391302547,1.2643943526433066
2020-07-31,1.1705063053007199,1.2743863246895601
2020-08-03,1.1437807257961548,1.2832455061470456
2020-08-04,1.1366779962930846,1.288202638932488
2020-08-05,1.1259721268317007,1.296203446873987
2020-08-06,1.1422725026617553,1.3048677188775275
2020-08-07,1.1072484452820337,1.3058048280937213
2020-08-10,1.0989896788638311,1.3097076486843935
2020-08-11,1.072594074643381,1.2988964136660475
2020-08-12,1.0784093676049478,1.3170060106730614
2020-08-13,1.0895012395477173,1.3146252849666273
2020-08-14,1.067078331605849,1.3146642668574164
2020-08-17,1.0863214626307058,1.318840217989821
2020-08-18,1.0950979406974852,1.321689626957457
2020-08-19,1.0870724263163023,1.3161863617416543
2020-08-20,1.1126811455710297,1.320284349092481
2020-08-21,1.1154462332018469,1.3249679653768762
2020-08-24,1.0926278764067974,1.338394203405705
2020-08-25,1.0977340785456178,1.343077176424576
2020-08-26,1.1233878740268963,1.356543168262823
2020-08-27,1.0968542214314776,1.3595087509841965
2020-08-28,1.1025807815330593,1.3682906119256286
2020-08-31,1.1280413696186333,1.3633338650995006
2020-09-01,1.1520932192541684,1.3761748601540753
2020-09-02,1.1469210767831646,1.396079553933955
2020-09-03,1.10783928191741,1.3480341805569138
2020-09-04,1.0981210104574248,1.337028164737728
2020-09-08,1.1118190619902686,1.3004966009849683
2020-09-09,1.1293032673272083,1.326177819175488
2020-09-10,1.1403863558151672,1.3031507145393448
2020-09-11,1.139352162330301,1.3038141786013866
2020-09-14,1.1478134704176348,1.3209870523515217
2020-09-15,1.1532407031575789,1.3276613181282517
2020-09-16,1.1310817160934057,1.3223920729102876
2020-09-17,1.1330188922516147,1.3107613176136392
2020-09-18,1.1274198462236626,1.2956708230196425
2020-09-21,1.1296703932820227,1.281250482449143
2020-09-22,1.1487502864207022,1.294299509574364
2020-09-23,1.1093243733333409,1.2642834536668706
2020-09-24,1.1059593579566172,1.2676533930969887
2020-09-25,1.1188503914073566,1.288147060791165
2020-09-28,1.124957159298366,1.3095424580976833
2020-09-29,1.1723964912261815,1.3024110878391935
2020-09-30,1.1529930471632277,1.312285728253765
2020-10-01,1.1843842535278042,1.320710319522851
2020-10-02,1.1618476978098222,1.3081711446524047
2020-10-05,1.162671663266237,1.331368971958769
2020-10-06,1.142093303767402,1.312442041776236
2020-10-07,1.1620988675716721,1.3352874882282406
2020-10-08,1.1433240115703909,1.3471219013899678
2020-10-09,1.1790987158769437,1.3591513526587449
2020-10-12,1.1948343240201533,1.3810169770637244
2020-10-13,1.200679599671897,1.3720044411051815
2020-10-14,1.1934302287387637,1.363383653851102
2020-10-15,1.1852287633038319,1.3616988127891478
2020-10-16,1.1863172846398153,1.360875561570803
2020-10-19,1.1912423022486502,1.3401859551978428
2020-10-20,1.1844219617787521,1.3455543919596957
2020-10-21,1.1930650178840947,1.343006931829293
2020-10-22,1.1755823448239942,1.350374251882195
2020-10-23,1.1818303405922308,1.3549586766227018
2020-10-26,1.1818097916298327,1.329919308772598
2020-10-27,1.1944624443962566,1.3253341121134619
2020-10-28,1.1879215343646174,1.2800354825263354
2020-10-29,1.1924578855156642,1.293045399107662
2020-10-30,1.1733433634926502,1.2795657700402943
2020-11-02,1.1467135205027639,1.293907503563691
2020-11-03,1.1742978127860015,1.316752692709486
2020-11-04,1.181798433395507,1.3461813185399416
2020-11-05,1.2360790132580366,1.3724355576597487
2020-11-06,1.254524737408321,1.3721220300430732
2020-11-09,1.2248904773604459,1.3893637332043374
2020-11-10,1.2010231198449652,1.3873258680224991
2020-11-11,1.207027668916929,1.3976321396040576
2020-11-12,1.2022230768096545,1.3840736461833774
2020-11-13,1.2202950219503492,1.4032354969354832
2020-11-16,1.2484171782160207,1.420751359863319
2020-11-17,1.2443204874075333,1.413109880043845
2020-11-18,1.2348472565195012,1.3961034834114687
2020-11-19,1.249849978635249,1.401981515121886
2020-11-20,1.2433484482750674,1.392380905820781
2020-11-23,1.2434928821778541,1.400727276002079
2020-11-24,1.236228559436554,1.423298434034407
2020-11-25,1.2328326226045485,1.4211039980238884
2020-11-27,1.2445436106837244,1.4250617534903587
2020-11-30,1.2367691440260287,1.4187528625315844
2020-12-01,1.2719042038400186,1.4342704854338955
2020-12-02,1.2777947927199593,1.4372875293972345
2020-12-03,1.3061418004105034,1.4368957806927714
2020-12-04,1.3041030399232354,1.449278642040747
2020-12-07,1.330828021521641,1.446300579968197
2020-12-08,1.3265072942616307,1.4505323665481342
2020-12-09,1.3139451978261498,1.4375227072730172
2020-12-10,1.3094485506916964,1.4370524801745563
2020-12-11,1.3009295723155532,1.435368025071917
2020-12-14,1.3048196120331967,1.4289410305628314
2020-12-15,1.3172644350286606,1.4482594521436178
2020-12-16,1.3311801762540294,1.4505323665481342
2020-12-17,1.353016532173634,1.458644202119174
2020-12-18,1.3564445154930413,1.4528198187535057
2020-12-21,1.3602022745743063,1.4476253209894967
2020-12-22,1.347603292135615,1.4451852862016972
2020-12-23,1.3711153931764768,1.4464837819895946
2020-12-24,1.374534597151922,1.4521113261047442
2020-12-28,1.3980162014968243,1.4645861744227333
2020-12-29,1.3859754335583778,1.4617919576371055
2020-12-30,1.39955483306355,1.463877553120867
2020-12-31,1.381228382767583,1.4713149891159474
2021-01-04,1.376884931203468,1.4512848585587765
2021-01-05,1.3753666315255257,1.4612803042388627
2021-01-06,1.3731597444276524,1.4700164933280502
2021-01-07,1.4158916039550953,1.4918574163368863
2021-01-08,1.4101636915065991,1.5003579129378712
2021-01-11,1.377980015656791,1.4902435917888446
2021-01-12,1.3882902283384473,1.490558663242779
2021-01-13,1.3856535707118733,1.4945727687692019
2021-01-14,1.399662727539149,1.4893386458488793
